Protocol,Size,Rate,Bandwidth,Loss,Delay,ConfigDelay_ms,DeliveryRatio,LatencyAvg_ms,Jitter_ms,Throughput_bps,Timestamp
xmpp-qos1,128,1,50kbit,0%,20ms,20,100.0,27.60000228881836,12.571640702863542,1024.0,1765114997.264825
xmpp-qos1,128,1,50kbit,0%,100ms,100,100.0,124.1999626159668,61.557137439372525,1024.0,1765115018.8769019
xmpp-qos1,128,1,50kbit,0%,500ms,500,100.0,740.8999919891357,413.3960751584574,1024.0,1765115046.907444
xmpp-qos1,128,1,50kbit,1%,0ms,0,100.0,4.200005531311035,1.47571955644711,1024.0,1765115066.6775491
xmpp-qos1,128,1,50kbit,1%,20ms,20,100.0,28.300023078918457,12.64080221324947,1024.0,1765115086.953123
xmpp-qos1,128,1,50kbit,1%,100ms,100,100.0,126.50003433227539,63.55964281636634,1024.0,1765115109.866515
xmpp-qos1,128,1,50kbit,1%,500ms,500,100.0,838.0000352859497,468.69316863560283,1024.0,1765115137.70627
xmpp-qos1,128,1,50kbit,5%,0ms,0,100.0,25.600004196166992,65.51535481066533,1024.0,1765115157.691034
xmpp-qos1,128,1,50kbit,5%,20ms,20,100.0,52.80003547668457,80.96340079847013,1024.0,1765115177.61341
xmpp-qos1,128,1,50kbit,5%,100ms,100,100.0,177.70001888275146,213.82503440604236,1024.0,1765115199.123331
xmpp-qos1,128,1,50kbit,5%,500ms,500,100.0,850.600004196167,464.22790558280957,1024.0,1765115227.031293
xmpp-qos1,128,1,50kbit,10%,0ms,0,100.0,3.5999536514282227,1.646580319070144,1024.0,1765115247.7568698
xmpp-qos1,128,1,50kbit,10%,20ms,20,100.0,27.699995040893555,12.156855918916007,1024.0,1765115268.658116
xmpp-qos1,128,1,50kbit,10%,100ms,100,100.0,167.80002117156982,142.18986467100936,1024.0,1765115290.907744
xmpp-qos1,128,1,50kbit,10%,500ms,500,100.0,2156.599998474121,1341.8570934707566,1024.0,1765115323.6270452
xmpp-qos1,128,1,100kbit,0%,0ms,0,100.0,7.800006866455078,3.675824412585424,1024.0,1765115343.303463
xmpp-qos1,128,1,100kbit,0%,20ms,20,100.0,28.499960899353027,12.668912513191618,1024.0,1765115363.5676968
xmpp-qos1,128,1,100kbit,0%,100ms,100,100.0,124.59993362426758,64.50699334237142,1024.0,1765115385.2884102
xmpp-qos1,128,1,100kbit,0%,500ms,500,100.0,836.299991607666,467.78773052476214,1024.0,1765115413.0619168
xmpp-qos1,128,1,100kbit,1%,0ms,0,100.0,3.300046920776367,2.00282116518302,1024.0,1765115432.963211
xmpp-qos1,128,1,100kbit,1%,20ms,20,100.0,28.89997959136963,13.160930573960439,1024.0,1765115452.850652
xmpp-qos1,128,1,100kbit,1%,100ms,100,100.0,123.7999677658081,63.347074970800406,1024.0,1765115474.407923
xmpp-qos1,128,1,100kbit,1%,500ms,500,100.0,837.4000072479248,469.7997948409245,1024.0,1765115502.253394
xmpp-qos1,128,1,100kbit,5%,0ms,0,100.0,24.000024795532227,65.0264365437003,1024.0,1765115522.8157408
xmpp-qos1,128,1,100kbit,5%,20ms,20,100.0,53.79996299743652,78.88221109556791,1024.0,1765115543.0399292
xmpp-qos1,128,1,100kbit,5%,100ms,100,100.0,123.30005168914795,64.90686915831458,1024.0,1765115565.0846589
xmpp-qos1,128,1,100kbit,5%,500ms,500,100.0,831.2999963760376,405.06271621863004,1024.0,1765115595.754459
xmpp-qos1,128,1,100kbit,10%,0ms,0,100.0,23.399949073791504,65.24515159269234,1024.0,1765115616.157085
xmpp-qos1,128,1,100kbit,10%,20ms,20,100.0,47.00000286102295,51.01415443145115,1024.0,1765115638.2188082
xmpp-qos1,128,1,100kbit,10%,100ms,100,100.0,244.4000244140625,248.04174814292028,1024.0,1765115662.893248
xmpp-qos1,128,1,100kbit,10%,500ms,500,100.0,1571.1999893188477,302.9392099244073,1024.0,1765115693.872711
xmpp-qos1,128,1,250kbit,0%,0ms,0,100.0,3.2000064849853516,1.9888735403847693,1024.0,1765115713.688276
xmpp-qos1,128,1,250kbit,0%,20ms,20,100.0,30.299973487854004,11.935490075761784,1024.0,1765115733.849133
xmpp-qos1,128,1,250kbit,0%,100ms,100,100.0,127.49998569488525,64.26549413637359,1024.0,1765115755.48518
xmpp-qos1,128,1,250kbit,0%,500ms,500,100.0,835.9999895095825,468.45555047328094,1024.0,1765115783.398792
xmpp-qos1,128,1,250kbit,1%,0ms,0,100.0,3.7999868392944336,2.5733893064961797,1024.0,1765115803.256001
xmpp-qos1,128,1,250kbit,1%,20ms,20,100.0,30.000019073486328,15.143753042184047,1024.0,1765115824.05541
xmpp-qos1,128,1,250kbit,1%,100ms,100,100.0,123.60000610351562,60.62489123224747,1024.0,1765115846.346334
xmpp-qos1,128,1,250kbit,1%,500ms,500,100.0,839.7000074386597,467.7962677772062,1024.0,1765115874.345479
xmpp-qos1,128,1,250kbit,5%,0ms,0,100.0,3.900027275085449,1.7288728560431568,1024.0,1765115895.5703402
xmpp-qos1,128,1,250kbit,5%,20ms,20,100.0,27.200031280517578,12.752327843522062,1024.0,1765115915.954258
xmpp-qos1,128,1,250kbit,5%,100ms,100,100.0,172.09997177124023,144.17694240753303,1024.0,1765115938.302297
xmpp-qos1,128,1,250kbit,5%,500ms,500,100.0,834.7000122070312,468.00329534779553,1024.0,1765115966.267318
xmpp-qos1,128,1,250kbit,10%,0ms,0,100.0,84.50002670288086,259.4850416157918,1024.0,1765115987.609733
xmpp-qos1,128,1,250kbit,10%,20ms,20,100.0,103.19998264312744,164.60441891400654,1024.0,1765116008.403899
xmpp-qos1,128,1,250kbit,10%,100ms,100,100.0,124.60000514984131,60.93926242789508,1024.0,1765116036.332038
